"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","CU_NAME","GrantId","DateAwarded","Amount","Grantor","OtherGrantor","GrantType"
6832,9/30/2021 0:00:00,3093,"GERBER",3725,1/22/2014 0:00:00,2645,"Other","Office of Small CU Initiatives (OSCUI)","Program Grant"
6844,9/30/2021 0:00:00,3100,"TRAVERSE CATHOLIC",7913,4/8/2020 0:00:00,5000,"Other","Alloya Corporate Credit Union","Program Grant"
6878,9/30/2021 0:00:00,3119,"RVA FINANCIAL",8385,9/30/2020 0:00:00,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
6878,9/30/2021 0:00:00,3119,"RVA FINANCIAL",8710,8/30/2019 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
6878,9/30/2021 0:00:00,3119,"RVA FINANCIAL",9172,6/15/2021 4:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Program Grant"
6878,9/30/2021 0:00:00,3119,"RVA FINANCIAL",9340,9/16/2021 4:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
6898,9/30/2021 0:00:00,3128,"ACADIAN",7827,4/30/2020 0:00:00,1500,"Other","Louisiana CU foundation Covid-19","Pass Through"
6930,9/30/2021 0:00:00,3143,"CADETS",6665,9/11/2018 0:00:00,350,"Other","New York State Credit Union Foundation","Program Grant"
6930,9/30/2021 0:00:00,3143,"CADETS",6666,4/6/2018 0:00:00,798,"Other","New York State Credit Union Foundation","Program Grant"
6930,9/30/2021 0:00:00,3143,"CADETS",6871,11/20/2018 0:00:00,871,"Other","New York State Credit Union Foundation","Program Grant"
6930,9/30/2021 0:00:00,3143,"CADETS",7144,5/13/2019 0:00:00,3000,"Other","New York State Credit Union Foundation","Program Grant"
6930,9/30/2021 0:00:00,3143,"CADETS",7328,10/30/2018 0:00:00,8156,"National Credit Union Foundation","","Program Grant"
6930,9/30/2021 0:00:00,3143,"CADETS",7484,10/2/2019 0:00:00,7000,"National Credit Union Foundation","","Program Grant"
6930,9/30/2021 0:00:00,3143,"CADETS",8583,12/17/2020 0:00:00,3000,"Other","New York State Credit Union Foundation","Program Grant"
6930,9/30/2021 0:00:00,3143,"CADETS",9301,9/1/2021 4:00:00 AM,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
6992,9/30/2021 0:00:00,3171,"COTEAU VALLEY",7927,7/17/2020 0:00:00,10000,"National Credit Union Foundation","","Program Grant"
6992,9/30/2021 0:00:00,3171,"COTEAU VALLEY",9229,8/31/2021 5:00:00 AM,2397,"National Credit Union Foundation","","Program Grant"
7020,9/30/2021 0:00:00,3183,"M O",1950,8/15/2012 0:00:00,4550,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7020,9/30/2021 0:00:00,3183,"M O",3687,2/17/2014 0:00:00,2000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7020,9/30/2021 0:00:00,3183,"M O",5038,4/6/2016 0:00:00,3000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7023,9/30/2021 0:00:00,3186,"PORT ARTHUR COMMUNITY",6033,8/30/2017 0:00:00,7500,"National Credit Union Foundation","","Program Grant"
7024,9/30/2021 0:00:00,3187,"SOUTH TEXAS REGIONAL",3186,1/11/2013 0:00:00,3500,"Other","Association of Credit Union Leagues","Not Collected"
7024,9/30/2021 0:00:00,3187,"SOUTH TEXAS REGIONAL",6217,12/6/2017 0:00:00,2600,"Other","Association of Credit Union Leagues","Program Grant"
7024,9/30/2021 0:00:00,3187,"SOUTH TEXAS REGIONAL",6856,12/26/2018 0:00:00,3000,"Other","Association of Credit Union Leagues","Program Grant"
7066,9/30/2021 0:00:00,3211,"EASTERN INDIANA",8150,5/12/2020 0:00:00,3500,"Other","Indiana Credit Union League","Subsidy for Risk or ALL"
7067,9/30/2021 0:00:00,3212,"FT RANDALL",74,12/2/2011 0:00:00,5000,"National Credit Union Foundation","","Not Collected"
7067,9/30/2021 0:00:00,3212,"FT RANDALL",75,12/14/2011 0:00:00,5000,"National Credit Union Foundation","","Not Collected"
7067,9/30/2021 0:00:00,3212,"FT RANDALL",4672,7/30/2015 0:00:00,10000,"National Credit Union Foundation","","Program Grant"
7091,9/30/2021 0:00:00,3228,"METRO CU",5707,7/25/2016 0:00:00,15000,"Other","The Office of Small Credit Union Initiatives","Program Grant"
7092,9/30/2021 0:00:00,3229,"GALVESTON SCHOOL EMPLOYEES",4799,2/12/2015 0:00:00,1250,"Other","Association of Credit Union Leagues","Program Grant"
7101,9/30/2021 0:00:00,3234,"CHENEY",7866,4/27/2020 0:00:00,5200,"Other","NCUA CDRLF Program","Program Grant"
7172,9/30/2021 0:00:00,3269,"ST. PHILIP'S CHURCH",3336,7/31/2012 0:00:00,7500,"Other","Urgent Needs Grant","Not Collected"
7182,9/30/2021 0:00:00,3275,"SUMMIT",5057,2/29/2016 0:00:00,8050,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7182,9/30/2021 0:00:00,3275,"SUMMIT",5708,3/16/2017 0:00:00,6475,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7182,9/30/2021 0:00:00,3275,"SUMMIT",7979,6/30/2020 0:00:00,7887,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7210,9/30/2021 0:00:00,3290,"HEMINGFORD COMMUNITY",868,9/28/2009 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7210,9/30/2021 0:00:00,3290,"HEMINGFORD COMMUNITY",4821,8/24/2015 0:00:00,5000,"Other","NCUA OSCUI FRAUD & CYBER SECURITY","Program Grant"
7210,9/30/2021 0:00:00,3290,"HEMINGFORD COMMUNITY",6780,10/29/2018 0:00:00,10000,"Community Development Financial Institution (CDFI)","","Program Grant"
7210,9/30/2021 0:00:00,3290,"HEMINGFORD COMMUNITY",8037,6/5/2020 0:00:00,1000,"Other","CREDIT UNION FOUNDATION OF NE","Subsidy for Risk or ALL"
7210,9/30/2021 0:00:00,3290,"HEMINGFORD COMMUNITY",8636,8/28/2020 0:00:00,1000,"Other","PHYSICAL IMPROVEMENTS FOR BLDG EXTERIOR","Pass Through"
7297,9/30/2021 0:00:00,3341,"PHEPLE",3457,8/7/2013 0:00:00,10000,"Other","PA Credit Union Foundation","Program Grant"
7297,9/30/2021 0:00:00,3341,"PHEPLE",4242,10/1/2014 0:00:00,10000,"Other","PA CU foundation","Program Grant"
7297,9/30/2021 0:00:00,3341,"PHEPLE",4784,9/17/2015 0:00:00,3850,"Other","PA CU Foundation","Program Grant"
7297,9/30/2021 0:00:00,3341,"PHEPLE",5196,3/16/2016 0:00:00,2500,"Other","PA CU Foundation","Program Grant"
7297,9/30/2021 0:00:00,3341,"PHEPLE",7411,9/16/2019 0:00:00,10000,"Other","PA CU Foundation","Program Grant"
7297,9/30/2021 0:00:00,3341,"PHEPLE",7703,3/1/2020 0:00:00,2500,"Other","PA Cy Foundation","Program Grant"
7297,9/30/2021 0:00:00,3341,"PHEPLE",8042,6/1/2020 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7301,9/30/2021 0:00:00,3343,"UNION",80,7/30/2010 0:00:00,5000,"Community Development Financial Institution (CDFI)","","Not Collected"
7331,9/30/2021 0:00:00,3357,"LOUISIANA CATHOLIC",81,8/6/2006 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
7331,9/30/2021 0:00:00,3357,"LOUISIANA CATHOLIC",3530,8/27/2013 0:00:00,3000,"Other","OSCUI","Program Grant"
7331,9/30/2021 0:00:00,3357,"LOUISIANA CATHOLIC",3531,5/6/2013 0:00:00,4000,"Other","OSCUI","Program Grant"
7331,9/30/2021 0:00:00,3357,"LOUISIANA CATHOLIC",4829,7/31/2015 0:00:00,10000,"Other","OSCUI","Program Grant"
7331,9/30/2021 0:00:00,3357,"LOUISIANA CATHOLIC",5472,7/25/2016 0:00:00,15000,"Other","OSCUI","Program Grant"
7331,9/30/2021 0:00:00,3357,"LOUISIANA CATHOLIC",6099,8/31/2017 0:00:00,7500,"Other","OSCUI","Program Grant"
7345,9/30/2021 0:00:00,3367,"CARIBE",9300,9/16/2021 4:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
7376,9/30/2021 0:00:00,3387,"FLEUR-DE-LIS",82,9/26/2011 0:00:00,2664,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
7392,9/30/2021 0:00:00,3395,"FORTRESS",8863,5/1/2020 0:00:00,5000,"Other","Indiana Credit Union League","Pass Through"
7405,9/30/2021 0:00:00,3402,"SEG",3865,6/30/2014 0:00:00,2500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7418,9/30/2021 0:00:00,3409,"WHITE CROWN",8132,4/6/2020 0:00:00,5000,"Other","Alloya Corporate Credit Union","Program Grant"
7423,9/30/2021 0:00:00,3413,"SCHOFIELD",541,7/6/2007 0:00:00,15000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
7423,9/30/2021 0:00:00,3413,"SCHOFIELD",4643,7/31/2015 0:00:00,10000,"Other","NCUA OSCUI","Program Grant"
7423,9/30/2021 0:00:00,3413,"SCHOFIELD",7322,8/29/2019 0:00:00,5000,"Other","NCUA - Office of Credit Union Resources and Expansion","Program Grant"
7423,9/30/2021 0:00:00,3413,"SCHOFIELD",8005,4/22/2020 0:00:00,1600,"Other","NCUA - CDRLF","Program Grant"
7423,9/30/2021 0:00:00,3413,"SCHOFIELD",9287,8/30/2021 10:00:00 AM,3250,"Other","NCUA - CDRLF","Program Grant"
7428,9/30/2021 0:00:00,3416,"STRAITS AREA",8654,12/15/2020 0:00:00,10000,"Other","NCUA Emergency Grant","Program Grant"
7471,9/30/2021 0:00:00,3436,"MOLOKAI COMMUNITY",757,9/28/2009 0:00:00,470000,"Community Development Financial Institution (CDFI)","","Program Grant"
7471,9/30/2021 0:00:00,3436,"MOLOKAI COMMUNITY",3081,8/6/2012 0:00:00,375900,"Community Development Financial Institution (CDFI)","","Program Grant"
7471,9/30/2021 0:00:00,3436,"MOLOKAI COMMUNITY",7346,9/19/2018 0:00:00,550000,"Community Development Financial Institution (CDFI)","","Program Grant"
7471,9/30/2021 0:00:00,3436,"MOLOKAI COMMUNITY",9448,7/31/2021 6:00:00 AM,1278385,"Community Development Financial Institution (CDFI)","","Program Grant"
7473,9/30/2021 0:00:00,3438,"ALEXANDRIA T & P",3319,11/2/2012 0:00:00,7500,"Other","NCUA- URGENT NEEDS","Not Collected"
7473,9/30/2021 0:00:00,3438,"ALEXANDRIA T & P",6056,8/30/2017 0:00:00,7000,"Other","NCUA OSCUI","Program Grant"
7504,9/30/2021 0:00:00,3450,"CONCORD",7193,4/1/2019 0:00:00,35000,"Other","Concord Baptist Church","Program Grant"
7504,9/30/2021 0:00:00,3450,"CONCORD",7587,11/30/2019 0:00:00,13500,"National Federation of Community Development Credit Unions","","Program Grant"
7504,9/30/2021 0:00:00,3450,"CONCORD",8693,9/30/2020 0:00:00,125000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Capital- unrestricted donation to equity"
7504,9/30/2021 0:00:00,3450,"CONCORD",8694,4/1/2020 0:00:00,40000,"Other","Inclusiv AACUI Grant","Program Grant"
7504,9/30/2021 0:00:00,3450,"CONCORD",9084,7/15/2021 4:00:00 AM,200000,"Other","NYS Empire State Development","Program Grant"
7504,9/30/2021 0:00:00,3450,"CONCORD",9085,6/15/2021 4:00:00 AM,462000,"Community Development Financial Institution (CDFI)","","Program Grant"
7504,9/30/2021 0:00:00,3450,"CONCORD",9256,9/16/2021 4:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
7544,9/30/2021 0:00:00,3468,"REDSTONE",3461,6/17/2013 0:00:00,10983,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",3462,3/29/2013 0:00:00,11970,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",3463,3/11/2013 0:00:00,11751,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",3759,3/24/2014 0:00:00,5000,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",3971,9/19/2014 0:00:00,5000,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",3972,9/16/2014 0:00:00,5000,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",3973,9/15/2014 0:00:00,5000,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",4173,11/26/2014 0:00:00,5000,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",4174,10/29/2014 0:00:00,5000,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",4323,3/30/2015 0:00:00,5000,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",4636,9/16/2015 0:00:00,10000,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",4637,8/14/2015 0:00:00,5000,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",4638,8/3/2015 0:00:00,5000,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",4639,7/30/2015 0:00:00,5000,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",4640,7/20/2015 0:00:00,7500,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",4641,7/10/2015 0:00:00,5000,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",5348,8/19/2016 0:00:00,5000,"Other","Federal Home Loan Bank","Pass Through"
7544,9/30/2021 0:00:00,3468,"REDSTONE",5349,7/27/2016 0:00:00,5000,"Other","Federal Home Loan Bank","Pass Through"
7573,9/30/2021 0:00:00,3490,"ARLINGTON COMMUNITY",4577,7/29/2015 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Subsidy for Risk or ALL"
7573,9/30/2021 0:00:00,3490,"ARLINGTON COMMUNITY",6276,1/3/2018 0:00:00,25000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7594,9/30/2021 0:00:00,3502,"HONEA",758,7/29/2010 0:00:00,4500,"Community Development Financial Institution (CDFI)","","Program Grant"
7594,9/30/2021 0:00:00,3502,"HONEA",759,10/3/2011 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7594,9/30/2021 0:00:00,3502,"HONEA",6153,9/1/2017 0:00:00,7500,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7594,9/30/2021 0:00:00,3502,"HONEA",8207,7/13/2020 0:00:00,8000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7594,9/30/2021 0:00:00,3502,"HONEA",8208,7/13/2020 0:00:00,3180,"Community Development Financial Institution (CDFI)","","Program Grant"
7608,9/30/2021 0:00:00,3511,"CBC",9418,9/16/2021 7:00:00 AM,125000,"Community Development Financial Institution (CDFI)","","Program Grant"
7610,9/30/2021 0:00:00,3513,"SUNFLOWER COMMUNITY",84,12/8/2006 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
7610,9/30/2021 0:00:00,3513,"SUNFLOWER COMMUNITY",85,9/5/2008 0:00:00,5724,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Not Collected"
7610,9/30/2021 0:00:00,3513,"SUNFLOWER COMMUNITY",5120,7/31/2015 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7610,9/30/2021 0:00:00,3513,"SUNFLOWER COMMUNITY",7491,12/13/2019 0:00:00,4290,"Other","Heartland Credit Union Association","Program Grant"
7610,9/30/2021 0:00:00,3513,"SUNFLOWER COMMUNITY",8310,8/3/2020 0:00:00,1379,"Other","Heartland Credit Union Association","Program Grant"
7610,9/30/2021 0:00:00,3513,"SUNFLOWER COMMUNITY",9225,7/22/2021 5:00:00 AM,299,"Other","Heartland Credit Union Association","Program Grant"
7610,9/30/2021 0:00:00,3513,"SUNFLOWER COMMUNITY",9226,9/16/2021 5:00:00 AM,3550,"Other","Heartland Credit Union Association","Program Grant"
7617,9/30/2021 0:00:00,3517,"SEQUOIA",5854,3/28/2017 7:00:00 AM,1000,"State League Foundation","","Program Grant"
7617,9/30/2021 0:00:00,3517,"SEQUOIA",5855,3/28/2017 7:00:00 AM,250,"State League Foundation","","Program Grant"
7617,9/30/2021 0:00:00,3517,"SEQUOIA",7112,4/25/2019 0:00:00,1711,"Other","CO-OP Services","Program Grant"
7617,9/30/2021 0:00:00,3517,"SEQUOIA",7909,6/17/2020 7:00:00 AM,5000,"State League Foundation","","Program Grant"
7633,9/30/2021 0:00:00,3525,"WARREN MUNICIPAL",5029,4/7/2016 0:00:00,2000,"Other","Association of Credit Union Leagues","Program Grant"
7641,9/30/2021 0:00:00,3531,"OZARK",3798,3/3/2014 0:00:00,589000,"Community Development Financial Institution (CDFI)","","Program Grant"
7641,9/30/2021 0:00:00,3531,"OZARK",5175,4/6/2016 0:00:00,6739,"Other","NCUA CyberGrants program","Program Grant"
7641,9/30/2021 0:00:00,3531,"OZARK",7905,6/30/2020 0:00:00,8527,"Other","NCUA - CDRLF grant","Program Grant"
7641,9/30/2021 0:00:00,3531,"OZARK",7906,6/30/2020 0:00:00,2500,"Other","HCUCF - Covid expenses","Program Grant"
7656,9/30/2021 0:00:00,3539,"OLEAN TEACHERS' AND POSTAL",4534,6/25/2015 0:00:00,2500,"Other","New York State Credit Union Foundation","Program Grant"
7656,9/30/2021 0:00:00,3539,"OLEAN TEACHERS' AND POSTAL",8134,4/8/2020 0:00:00,5000,"Other","ALOYA CORPORATE FCU","Program Grant"
7672,9/30/2021 0:00:00,3550,"BARAGA COUNTY",4401,3/1/2015 0:00:00,3000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7672,9/30/2021 0:00:00,3550,"BARAGA COUNTY",4402,2/1/2015 0:00:00,1,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7677,9/30/2021 0:00:00,3555,"W T N M ATLANTIC",89,2/26/2008 0:00:00,1284,"Other","Texas Credit Union League","Not Collected"
7688,9/30/2021 0:00:00,3561,"PARTNERS 1ST",4835,3/4/2015 0:00:00,3000,"Other","Indiana Credit Union Foundation","Program Grant"
7688,9/30/2021 0:00:00,3561,"PARTNERS 1ST",5717,3/4/2017 0:00:00,2000,"Other","Indiana Credit Union League","Program Grant"
7688,9/30/2021 0:00:00,3561,"PARTNERS 1ST",6704,7/31/2018 0:00:00,1000,"Other","Indiana Credit Union League","Program Grant"
7688,9/30/2021 0:00:00,3561,"PARTNERS 1ST",8970,3/31/2021 4:00:00 AM,2790,"Other","Indiana Credit Union League","Program Grant"
7688,9/30/2021 0:00:00,3561,"PARTNERS 1ST",8971,3/31/2020 4:00:00 AM,1424,"Other","Indiana Credit Union League","Program Grant"
7698,9/30/2021 0:00:00,3568,"LAS VEGAS UP EMPLOYEES",9280,8/30/2021 7:00:00 AM,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7722,9/30/2021 0:00:00,3579,"FORT LEE",4768,7/30/2015 0:00:00,7500,"Other","OSCUI","Program Grant"
7731,9/30/2021 0:00:00,3585,"METHODIST HOSPITAL EMPLOYEES",7462,6/17/2019 5:00:00 AM,3200,"State League Foundation","","Program Grant"
7731,9/30/2021 0:00:00,3585,"METHODIST HOSPITAL EMPLOYEES",7610,3/18/2020 5:00:00 AM,2750,"State League Foundation","","Program Grant"
7770,9/30/2021 0:00:00,3606,"THINKWISE",4830,5/18/2015 0:00:00,3000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7770,9/30/2021 0:00:00,3606,"THINKWISE",9240,8/31/2021 7:00:00 AM,5000,"State League Foundation","","Program Grant"
7770,9/30/2021 0:00:00,3606,"THINKWISE",9241,4/13/2021 7:00:00 AM,1100,"State League Foundation","","Program Grant"
7776,9/30/2021 0:00:00,3609,"LOOKOUT",5316,7/25/2016 0:00:00,7000,"Other","NCUA Office of Small Credit Union Initiatives","Program Grant"
7783,9/30/2021 0:00:00,3612,"INNOVATIONS",7485,11/19/2019 0:00:00,650000,"Community Development Financial Institution (CDFI)","","Program Grant"
7783,9/30/2021 0:00:00,3612,"INNOVATIONS",7908,6/17/2020 0:00:00,7500,"National Credit Union Foundation","","Program Grant"
7783,9/30/2021 0:00:00,3612,"INNOVATIONS",8646,9/24/2020 0:00:00,557000,"Community Development Financial Institution (CDFI)","","Program Grant"
7783,9/30/2021 0:00:00,3612,"INNOVATIONS",8961,6/15/2021 5:00:00 AM,1826825,"Community Development Financial Institution (CDFI)","","Program Grant"
7790,9/30/2021 0:00:00,3616,"RALEIGH COUNTY",607,7/17/2009 0:00:00,5000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7790,9/30/2021 0:00:00,3616,"RALEIGH COUNTY",4593,7/31/2015 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7790,9/30/2021 0:00:00,3616,"RALEIGH COUNTY",6862,10/31/2018 0:00:00,10000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7790,9/30/2021 0:00:00,3616,"RALEIGH COUNTY",9320,8/30/2021 4:00:00 AM,7000,"NCUA Technical Assistance Program - Community Development Revolving Loan Fund (CDRLF)","","Program Grant"
7835,9/30/2021 0:00:00,3647,"SCE",5042,3/31/2016 0:00:00,90000,"Other","FHLB Wish Program downpymt assist.","Pass Through"
7835,9/30/2021 0:00:00,3647,"SCE",6051,4/3/2017 0:00:00,150000,"Other","FHLB WIsh Program","Pass Through"
7835,9/30/2021 0:00:00,3647,"SCE",6534,4/2/2018 0:00:00,150000,"Other","FHLB Wish Program","Pass Through"
7835,9/30/2021 0:00:00,3647,"SCE",9195,6/15/2021 7:00:00 AM,1826265,"Community Development Financial Institution (CDFI)","","Subsidy for Risk or ALL"
